Id,Action
1,0.2634419551934827
10,0.5950271554650374
100,0.605142566191446
1000,0.7064154786150713
10000,0.09499321113374067
10001,0.39489137813985065
10002,0.9169042769857434
10003,0.04237949762389681
10004,0.46870332654446706
10005,0.5440597420230822
10006,0.25025458248472504
10007,0.27893754243041413
10008,0.8637304820095044
10009,0.45359809911744736
1001,0.31084521384928715
10010,0.11814324507807196
10011,0.01208418194161575
10012,0.11627630685675493
10013,0.26602172437202987
10014,0.9016802443991854
10015,0.8071283095723014
10016,0.19974541751527494
10017,0.7488289205702647
10018,0.978479293957909
10019,0.34351663272233535
1002,0.14363543788187372
10020,0.45076374745417513
10021,0.15677189409368636
10022,0.38789884589273593
10023,0.7531398506449423
10024,0.07617107942973524
10025,0.36221995926680245
10026,0.2922437202987101
10027,0.587152070604209
10028,0.6398167006109979
10029,0.4030889341479973
1003,0.44086897488119486
10030,0.9347250509164969
10031,0.5077393075356416
10032,0.29217583163611677
10033,0.3538866259334691
10034,0.30432790224032585
10035,0.9737270875763747
10036,0.019840461642905635
10037,0.7928038017651052
10038,0.19171758316361168
10039,0.7940767141887305
1004,0.8097759674134419
10040,0.7076205023761032
10041,0.006262729124236252
10042,0.5516463000678886
10043,0.5506958587915818
10044,0.9784962661235573
10045,0.05979293957909029
10046,0.6693652410047523
10047,0.6387304820095044
10048,0.4227766463000679
10049,0.7953665987780041
1005,0.3366089613034623
10050,0.7051765105227427
10051,0.07773251866938222
10052,0.8194501018329939
10053,0.29161575016972163
10054,0.586439239646979
10055,0.7105057705363205
10056,0.9124745417515275
10057,0.3480142566191446
10058,0.07191106585200271
10059,0.08657501697216564
1006,0.2086897488119484
10060,0.5694331296673456
10061,0.21967073998642228
10062,0.5054820095044128
10063,0.5644942294636796
10064,0.5499660556687034
10065,0.19307535641547863
10066,0.14049558723693142
10067,0.6191106585200271
10068,0.24869314324507807
10069,0.7309063136456212
1007,0.5669382213170401
10070,0.36350984385607604
10071,0.3461642905634759
10072,0.35181602172437204
10073,0.12141887304820095
10074,0.5142905634758995
10075,0.45908010862186016
10076,0.45967413441955196
10077,0.6253733876442634
10078,0.6261710794297353
10079,0.003971486761710794
1008,0.9160217243720299
10080,0.5265444670739986
10081,0.8137474541751527
10082,0.43362186014935505
10083,0.16629327902240326
10084,0.8706890699253225
10085,0.8511031907671419
10086,0.15140868974881194
10087,0.4063136456211813
10088,0.622131704005431
10089,0.5051595383570944
1009,0.8802613713509844
10090,0.9854039375424304
10091,0.17815682281059064
10092,0.15773930753564155
10093,0.2564154786150713
10094,0.9221995926680244
10095,0.8771384928716904
10096,0.7822810590631365
10097,0.22664630006788866
10098,0.180091649694501
10099,0.4237949762389681
101,0.13671079429735233
1010,0.6315342837746096
10100,0.2862016293279022
10101,0.9048031228784793
10102,0.41123557365919894
10103,0.9864222674813307
10104,0.40741683638832316
10105,0.49674134419551935
10106,0.20543109300746776
10107,0.36627630685675494
10108,0.5459945689069925
10109,0.02742701968771215
1011,0.9220807875084861
10110,0.04351663272233537
10111,0.04044467073998642
10112,0.7258146639511202
10113,0.19485743380855397
10114,0.9271894093686355
10115,0.22387983706720976
10116,0.8594365241004752
10117,0.0013577732518669382
10118,0.06495247793618465
10119,0.08153428377460964
1012,0.4477766463000679
10120,0.8051255940257976
10121,0.3653428377460964
10122,0.7829429735234216
10123,0.1610488798370672
10124,0.07152070604209097
10125,0.4688391038696538
10126,0.07450780719619823
10127,0.0894602851323829
10128,0.3955532926001358
10129,0.08535302104548541
1013,0.680040733197556
10130,0.36386625933469113
10131,0.4858112695179905
10132,0.46335709436524103
10133,0.2178886625933469
10134,0.11683638832315003
10135,0.033435166327223355
10136,0.13840801086218602
10137,0.6121520706042091
10138,0.171724372029871
10139,0.44102172437202986
1014,0.4825526137135098
10140,0.4038526816021724
10141,0.03937542430414121
10142,0.9682111337406654
10143,0.4993041412084182
10144,0.510081466395112
10145,0.7827393075356416
10146,0.8665648336727766
10147,0.44215885947046846
10148,0.576663272233537
10149,0.27192803801765103
1015,0.46294976238968094
10150,0.3410896130346232
10151,0.6039884589273591
10152,0.9311439239646979
10153,0.601714188730482
10154,0.669806517311609
10155,0.29175152749490835
10156,0.19818397827562798
10157,0.2657501697216565
10158,0.5243720298710115
10159,0.13593007467752885
1016,0.9474032586558044
10160,0.17635777325186694
10161,0.4755600814663951
10162,0.11695519348268839
10163,0.6713170400543109
10164,0.5919551934826884
10165,0.10515953835709436
10166,0.8522063815342837
10167,0.9165987780040733
10168,0.05437881873727088
10169,0.7050577053632043
1017,0.00943652410047522
10170,0.509775967413442
10171,0.18265444670739986
10172,0.6898506449422946
10173,0.19041072640868975
10174,0.3723014256619145
10175,0.24816700610997963
10176,0.30819755600814663
10177,0.2047522063815343
10178,0.8439069925322471
10179,0.6776816021724372
1018,0.6890359809911745
10180,0.1585030549898167
10181,0.3926510522742702
10182,0.5357773251866939
10183,0.5411744738628649
10184,0.0869653767820774
10185,0.4276306856754922
10186,0.8540733197556009
10187,0.22895451459606245
10188,0.6706720977596742
10189,0.3345213849287169
1019,0.3123048200950441
10190,0.23681262729124236
10191,0.42331975560081464
10192,0.5426680244399186
10193,0.376714188730482
10194,0.9269008825526137
10195,0.37109640190088256
10196,0.036473183978275626
10197,0.5128479293957909
10198,0.01836388323150034
10199,0.5109300746775288
102,0.060539714867617105
1020,0.7324847250509166
10200,0.9768839103869654
10201,0.4268329938900204
10202,0.3591479972844535
10203,0.6609470468431772
10204,0.5967073998642227
10205,0.37503394433129666
10206,0.6273082145281738
10207,0.6776306856754922
