Id,Action
1,0.9658353328704834
2,0.9979692101478577
3,0.9972625970840454
4,0.9813056588172913
5,0.9991794228553772
6,0.9981265664100647
7,0.9940953254699707
8,0.9999462366104126
9,0.5677951574325562
10,0.9930360913276672
11,0.9132224917411804
12,0.9809814691543579
13,0.9730513095855713
14,0.9739094376564026
15,0.9831611514091492
16,0.9416506290435791
17,0.9608092308044434
18,0.9072534441947937
19,0.9981244206428528
20,0.9987930059432983
21,0.9996929168701172
22,0.9993202686309814
23,0.99587482213974
24,0.9932464361190796
25,0.9948047995567322
26,0.886618971824646
27,0.9998217225074768
28,0.9533222913742065
29,0.9885762333869934
30,0.9707640409469604
31,0.9872035384178162
32,0.9964697360992432
33,0.9799976944923401
34,0.9964714050292969
35,0.9840190410614014
36,0.999553382396698
37,0.9959850311279297
38,0.9991618394851685
39,0.9900771379470825
40,0.9624974727630615
41,0.9811055064201355
42,0.9888496994972229
43,0.9964924454689026
44,0.9967561364173889
45,0.9876509308815002
46,0.9905571937561035
47,0.9950687885284424
48,0.9970790147781372
49,0.9999963045120239
50,0.9991970658302307
51,0.9680088758468628
52,0.9915764927864075
53,0.9963873624801636
54,0.9992048144340515
55,0.9584407806396484
56,0.9957826137542725
57,0.9911962747573853
58,0.9973815083503723
59,0.9971311092376709
60,0.9837995767593384
61,0.9980646967887878
62,0.9978446960449219
63,0.9833570718765259
64,0.9962014555931091
65,0.9995038509368896
66,0.994793713092804
67,0.9919679760932922
68,0.9992724061012268
69,0.9715993404388428
70,0.5117948651313782
71,0.9889159202575684
72,0.9882234930992126
73,0.9992096424102783
74,0.9989008903503418
75,0.9957888722419739
76,0.9998563528060913
77,0.9888623356819153
78,0.9351451396942139
79,0.7653684616088867
80,0.997398853302002
81,0.9998342990875244
82,0.988820493221283
83,0.9978906512260437
84,0.9920576214790344
85,0.991129994392395
86,0.9483709931373596
87,0.9795885682106018
88,0.9937585592269897
89,0.9887435436248779
90,0.9560410380363464
91,0.9862526059150696
92,0.9030611515045166
93,0.999648928642273
94,0.9808151721954346
95,0.9928146600723267
96,0.9806166887283325
97,0.2533046007156372
98,0.9881783127784729
99,0.9910242557525635
100,0.9966296553611755
101,0.955310046672821
102,0.43435466289520264
103,0.9960635304450989
104,0.9900580048561096
105,0.8718224763870239
106,0.9979062080383301
107,0.9978972673416138
108,0.9918654561042786
109,0.9988362193107605
110,0.9747312068939209
111,0.4233477711677551
112,0.9986010193824768
113,0.9605504274368286
114,0.993486225605011
115,0.9640362858772278
116,0.9683879017829895
117,0.9912309646606445
118,0.9957603812217712
119,0.9997921586036682
120,0.9911080598831177
121,0.9965757727622986
122,0.9982654452323914
123,0.9877118468284607
124,0.9909451007843018
125,0.9910996556282043
126,0.9886892437934875
127,0.9345100522041321
128,0.9792625904083252
129,0.9705807566642761
130,0.9936861395835876
131,0.9893354773521423
132,0.9931039214134216
133,0.9933357238769531
134,0.9633462429046631
135,0.9994025230407715
136,0.9659618735313416
137,0.9979687333106995
138,0.9771115183830261
139,0.8360492587089539
140,0.9980529546737671
141,0.9986827969551086
142,0.9987576007843018
143,0.9994975328445435
144,0.9970653653144836
145,0.9971109628677368
146,0.9036935567855835
147,0.9728913903236389
148,0.8783383965492249
149,0.9966140389442444
150,0.9972387552261353
151,0.9956732392311096
152,0.9406137466430664
153,0.9895604848861694
154,0.9656699895858765
155,0.9851594567298889
156,0.9188248515129089
157,0.9442172050476074
158,0.9981939196586609
159,0.9504501223564148
160,0.9724201560020447
161,0.9168936610221863
162,0.9934248924255371
163,0.9942658543586731
164,0.9478378891944885
165,0.990536630153656
166,0.9986769556999207
167,0.9698774814605713
168,0.9697175025939941
169,0.9995410442352295
170,0.9992882609367371
171,0.9947299957275391
172,0.9959390163421631
173,0.9865054488182068
174,0.994306743144989
175,0.9965572357177734
176,0.9947652816772461
177,0.9397888779640198
178,0.99493008852005
179,0.9997417330741882
180,0.986410915851593
181,0.3193252980709076
182,0.9951760768890381
183,0.9493717551231384
184,0.77046138048172
185,0.9805412888526917
186,0.9485662579536438
187,0.9946942925453186
188,0.9804839491844177
189,0.4983665943145752
190,0.9727244973182678
191,0.9936267137527466
192,0.9667311906814575
193,0.9934306740760803
194,0.9972732663154602
195,0.9755843877792358
196,0.9965704679489136
197,0.9917557239532471
198,0.9784805774688721
199,0.9905704259872437
200,0.7996715307235718
201,0.9941733479499817
202,0.9874529242515564
203,0.97686767578125
204,0.9703038930892944
205,0.9990540146827698
206,0.98807293176651
207,0.9948622584342957
208,0.9685856103897095
209,0.6322861313819885
210,0.7126116752624512
211,0.9826327562332153
212,0.998941957950592
213,0.9994307160377502
214,0.9733890295028687
215,0.9991773962974548
216,0.9633893966674805
217,0.985975444316864
218,0.9980372786521912
219,0.9978753328323364
220,0.9819800853729248
221,0.6126379370689392
222,0.998406708240509
223,0.9997857213020325
224,0.9461030960083008
225,0.996416449546814
226,0.7398859858512878
227,0.9179264903068542
228,0.995571494102478
229,0.994897186756134
230,0.9974828362464905
231,0.982475996017456
232,0.869023323059082
233,0.9757320880889893
234,0.2711450159549713
235,0.9860089421272278
236,0.9859720468521118
237,0.9820888042449951
238,0.9778899550437927
239,0.8980170488357544
240,0.9878374338150024
241,0.9902058243751526
242,0.7176631689071655
243,0.2503693997859955
244,0.9681513905525208
245,0.9990691542625427
246,0.9987626075744629
247,0.9936662316322327
248,0.9837716221809387
249,0.9993783235549927
250,0.9992160797119141
251,0.9968059062957764
252,0.8613218069076538
253,0.9978581070899963
254,0.9994352459907532
255,0.9993056058883667
256,0.9941674470901489
257,0.9954168796539307
258,0.9820811152458191
259,0.9898031949996948
260,0.996204674243927
261,0.9717144966125488
262,0.9707981944084167
263,0.9978074431419373
264,0.9990220069885254
265,0.9999215602874756
266,0.9775879383087158
267,0.9920908212661743
268,0.9906073808670044
269,0.9954956769943237
270,0.9949787259101868
271,0.9841400384902954
272,0.9847295880317688
273,0.9946706891059875
274,0.3455447554588318
275,0.9951562881469727
276,0.8894336223602295
277,0.9983171224594116
278,0.9992185831069946
279,0.9940476417541504
280,0.9881302118301392
281,0.9995348453521729
282,0.9975175857543945
283,0.9956985712051392
284,0.9920510649681091
285,0.9990270137786865
286,0.9798327684402466
287,0.999372661113739
288,0.9962079524993896
289,0.998145580291748
290,0.9994888305664062
291,0.8127343058586121
292,0.8941011428833008
293,0.9954838752746582
294,0.9768293499946594
295,0.9933428764343262
296,0.341030478477478
297,0.48178741335868835
298,0.9521913528442383
299,0.8427894711494446
300,0.9916452765464783
301,0.9311222434043884
302,0.9986802935600281
303,0.6037840843200684
304,0.8447452783584595
305,0.9950528740882874
306,0.9913869500160217
307,0.9953998923301697
308,0.9999351501464844
309,0.9808297157287598
310,0.9933713674545288
311,0.9978923201560974
312,0.9797695875167847
313,0.9963692426681519
314,0.9932736158370972
315,0.9998502731323242
316,0.9993239641189575
317,0.9904227256774902
318,0.9945648908615112
319,0.9869189858436584
320,0.9990168809890747
321,0.9725362062454224
322,0.35663118958473206
323,0.9984049201011658
324,0.9996858835220337
325,0.9979357719421387
326,0.6742820739746094
327,0.999602735042572
328,0.9963374137878418
329,0.9796850085258484
330,0.989116370677948
331,0.997855007648468
332,0.9833143949508667
333,0.9916587471961975
334,0.9938517808914185
335,0.9959235191345215
336,0.9762147068977356
337,0.9976563453674316
338,0.9868921637535095
339,0.9676305651664734
340,0.9783608913421631
341,0.9092370271682739
342,0.999406099319458
343,0.9585769772529602
344,0.995162308216095
345,0.9992589354515076
346,0.9688959121704102
347,0.9977179765701294
348,0.9982683658599854
349,0.9866304993629456
350,0.823296070098877
351,0.9808942675590515
352,0.9994208812713623
353,0.9964166879653931
354,0.5911461710929871
355,0.9952449202537537
356,0.9992800354957581
357,0.9650173187255859
358,0.996982753276825
359,0.9897144436836243
360,0.14916719496250153
361,0.9885854125022888
362,0.9989495873451233
363,0.943872332572937
364,0.96169114112854
365,0.9992902278900146
366,0.9989098310470581
367,0.9964765906333923
368,0.9982712268829346
369,0.9908402562141418
370,0.9984334111213684
371,0.9975054860115051
372,0.9627575874328613
373,0.9005885124206543
374,0.1826201230287552
375,0.985840916633606
376,0.9995152950286865
377,0.5117823481559753
378,0.9815748929977417
379,0.9986503720283508
380,0.7025424242019653
381,0.830051064491272
382,0.9975946545600891
383,0.9998583793640137
384,0.9879249334335327
385,0.9881114959716797
386,0.9946792125701904
387,0.9465987682342529
388,0.9664732813835144
389,0.9980770349502563
390,0.9987672567367554
391,0.9755644798278809
392,0.9929613471031189
393,0.9840129613876343
394,0.9918267726898193
395,0.9018697738647461
396,0.9922969937324524
397,0.9969660639762878
398,0.99888676404953
399,0.9977578520774841
400,0.9970908164978027
401,0.9822937846183777
402,0.9971411228179932
403,0.986047625541687
404,0.9944657683372498
405,0.9968060255050659
406,0.9473581314086914
407,0.9411401748657227
408,0.993579626083374
409,0.9983041286468506
410,0.9976843595504761
411,0.9988986253738403
412,0.886272132396698
413,0.9121965765953064
414,0.9928239583969116
415,0.9940670728683472
416,0.9793652296066284
417,0.9985306262969971
418,0.9942746758460999
419,0.999315619468689
420,0.9933614730834961
421,0.9999213218688965
422,0.994236946105957
423,0.9822320938110352
424,0.9418660998344421
425,0.9973949193954468
426,0.9753653407096863
427,0.9975221753120422
428,0.9921268224716187
429,0.9869600534439087
430,0.9962857961654663
431,0.996931791305542
432,0.9893085956573486
433,0.968596339225769
434,0.9576337337493896
435,0.9959830045700073
436,0.9998101592063904
437,0.9837537407875061
438,0.09950844198465347
439,0.9969907999038696
440,0.38939782977104187
441,0.991913914680481
442,0.999560534954071
443,0.9946786165237427
444,0.9987902045249939
445,0.9355820417404175
446,0.9988915324211121
447,0.9794508814811707
448,0.9952143430709839
449,0.9916090369224548
450,0.9752761721611023
451,0.7306739687919617
452,0.992727518081665
453,0.9994117021560669
454,0.8785761594772339
455,0.9912522435188293
456,0.9966232776641846
457,0.9973853230476379
458,0.9992793202400208
459,0.9973053932189941
460,0.5152674317359924
461,0.8808130621910095
462,0.9975276589393616
463,0.9926325678825378
464,0.9885938167572021
465,0.9891005158424377
466,0.9984847903251648
467,0.5776184797286987
468,0.9182068109512329
469,0.994351863861084
470,0.9865039587020874
471,0.9891451001167297
472,0.9503808617591858
473,0.9980979561805725
474,0.9824522733688354
475,0.983716607093811
476,0.9921675324440002
477,0.9895826578140259
478,0.9980015158653259
479,0.9995529055595398
480,0.9998552799224854
481,0.9874390959739685
482,0.9929999113082886
483,0.9985894560813904
484,0.9933898448944092
485,0.9923865795135498
486,0.9491440057754517
487,0.9029593467712402
488,0.9634220004081726
489,0.9997802376747131
490,0.9954589605331421
491,0.9738873839378357
492,0.9959622025489807
493,0.8576115965843201
494,0.9996334314346313
495,0.9972902536392212
496,0.9972423315048218
497,0.9992126226425171
498,0.9854201674461365
499,0.9947816729545593
500,0.9924236536026001
501,0.9824967980384827
502,0.5425290465354919
503,0.9804480075836182
504,0.9922635555267334
505,0.9917135238647461
506,0.9923984408378601
507,0.9961677193641663
508,0.99007648229599
509,0.9978717565536499
510,0.137092724442482
511,0.9577978253364563
512,0.9992675185203552
513,0.9126124978065491
514,0.854235053062439
515,0.988616406917572
516,0.9976390600204468
517,0.9976311922073364
518,0.9655313491821289
519,0.9839633107185364
520,0.8643127083778381
521,0.9950645565986633
522,0.923402726650238
523,0.9979816675186157
524,0.32338058948516846
525,0.926700234413147
526,0.699026346206665
527,0.9673936367034912
528,0.9922310709953308
529,0.9961423277854919
