Id,Action
1,0.14643584521384928
10,0.42880176510522744
100,0.8147318397827563
1000,0.456805838424983
10000,0.08742362525458248
10001,0.2988289205702648
10002,0.903275627970129
10003,0.03555668703326544
10004,0.45860488798370674
10005,0.3876272912423625
10006,0.16824507807196198
10007,0.17576374745417514
10008,0.668092328581127
10009,0.7048200950441277
1001,0.4437202987101154
10010,0.11383231500339443
10011,0.014205702647657841
10012,0.14293957909029192
10013,0.3195349626612356
10014,0.9111337406653089
10015,0.7017481330617786
10016,0.2170909708078751
10017,0.8729633401221996
10018,0.9874915139171758
10019,0.3379158180583843
1002,0.2314663951120163
10020,0.3578071961982349
10021,0.18255261371350984
10022,0.3765784114052953
10023,0.7608791581805838
10024,0.059080108621860146
10025,0.36978954514596063
10026,0.23294297352342158
10027,0.49268499660556686
10028,0.7183808553971487
10029,0.4354039375424304
1003,0.4014256619144603
10030,0.8503224711473184
10031,0.4735573659198914
10032,0.24397488119484045
10033,0.24358452138492873
10034,0.27976917854718264
10035,0.9773251866938222
10036,0.015648336727766464
10037,0.721826205023761
10038,0.22729124236252546
10039,0.8507298031228785
1004,0.7424983027834352
10040,0.6487780040733198
10041,0.00923285811269518
10042,0.455040733197556
10043,0.4027834351663272
10044,0.9587915818058385
10045,0.05057705363204345
10046,0.8187542430414121
10047,0.544857433808554
10048,0.47211473183978275
10049,0.8071113374066531
1005,0.5008825526137135
10050,0.8557026476578411
10051,0.08840801086218601
10052,0.8584012219959267
10053,0.4728615071283096
10054,0.6408859470468432
10055,0.8502545824847251
10056,0.8115750169721656
10057,0.5244229463679565
10058,0.20030549898167005
10059,0.10305498981670061
1006,0.2404786150712831
10060,0.5172946367956551
10061,0.23440257976917855
10062,0.5270706042090971
10063,0.4885437881873727
10064,0.6255940257976917
10065,0.14852342158859472
10066,0.10755261371350984
10067,0.5002715546503734
10068,0.2319755600814664
10069,0.6248302783435167
1007,0.5685166327223353
10070,0.5206551255940258
10071,0.2577732518669382
10072,0.3609131025118805
10073,0.21454514596062457
